name,country_code,Maid’s ID
SHRARO,ETH,
THIRUVALLA KERALA,IND,
VERKA AMRITSAR PUNJAB,IND,
BACHHIPUR DHAMOLA UTTARAKHAND,IND,
KHALWARA PUNJAB,IND,
DELHI DELHI,IND,
MADURAI TAMIL NADU,IND,
PALAYAMKOTTAI TAMIL NADU,IND,
ELPITIYA,LKA,
GUNUNGKIDUL,IDN,
BHANDARKURA WEST BENGAL,IND,
JANIUAY ILOILO,PHL,
WEST WOLLEGA,ETH,
S BULLONES BOHOL,PHL,
CANTILAN SGO DS,PHL,
KASIBU N VIZ,PHL,
IKARE,NGA,
AGUINALDO IFUGAO,PHL,
CHEGUTU,ZWE,
MALVAR BATANGAS,PHL,
PARANG MAGUINDANAO,PHL,
DOLU,ETH,
BANATE ILOILO,PHL,
WONJI KURIFTU,ETH,
ALEMBER,ETH,
SILIGURI WEST BENGAL,IND,
LIDLIDDA ILS SR,PHL,
RAMRAJ UTTAR PRADESH,IND,
STA ANA CAGAYAN,PHL,
ARALAN KERALA,IND,
NATAL,BRA,
DIPOLOG CITY,PHL,
CHOTTANIKKARA KERALA,IND,
LUTEETE,UGA,
CEBU CITY CEBU,PHL,
LIPA BATANGAS,PHL,
WERELEKE,ETH,
TUBAY ADN,PHL,
SHAMVA,ZWE,
HINIGARAN N OC,PHL,
BULATHKOHUPITIYA,LKA,
ITOGON BENGUET,PHL,
GUCHA SOUTH,KEN,
PHAGWARA PUNJAB,IND,
BAYUCAN ADS,PHL,
S N AQUINO S KUD,PHL,
CABUSAO CAM SUR,PHL,
MONTEVISTA COMV,PHL,
MAASIM SARANGANI,PHL,
BADAGARA KERALA,IND,
PASAY METRO MANILA,PHL,
MIAGAO ILOILO,PHL,
SAN ISIDRO ISABELA,PHL,
MABINI DAVAO,PHL,
PENABLANCA CAG,PHL,
KATIPUNAN ZAM DN,PHL,
MANAY DVAO OR,PHL,
ALAMADA COTABATO,PHL,
CAN AVID E SAMAR,PHL,
SAN JOSE NEG OR,PHL,
CULABA LEYTE,PHL,
LILIW LAGUNA,PHL,
RVTH BANJUL,AZE,
LAGANGILANG ABRA,PHL,
GUCHA,KEN,
PALLISA,UGA,
CULASI ANTIQUE,PHL,
AURORA ZAM DS,PHL,
PILA LAGUNA,PHL,
T MARTIRES CITY,PHL,
SIBALOM ANTIQUE,PHL,
LORETO ADS,PHL,
KOUTABA,CMR,
DAANBANTAYAN CEB,PHL,
MORONG BATAAN,PHL,
CAIBIRAN LEYTE,PHL,
LUMBAN LAGUNA,PHL,
NAVOTAS RIZAL,PHL,
ITBAYAT BATANES,PHL,
CHOLE,ETH,
KAWULAELO,ETH,
JEPARA,IDN,
MACO DAVAO,PHL,
BANGUI ILOCOS N,PHL,
SAN CLEMENTE TLC,PHL,
VALENZUELA CITY,PHL,
BURGOS ISABELA,PHL,
SIKAR RAJASTHAN,IND,
GUIMBAL ILOILO,PHL,
BUHERA,ZWE,
MARONDERA,ZWE,
JAGNA BOHOL,PHL,
PANGUTARAN SULU,PHL,
METU,ETH,
MASAKA,UGA,
MUBENDE,UGA,
NYENGA,UGA,
TRANS NZOIA,KEN,
MAPANAS NO SAMAR,PHL,
EAST LUNGDAR MIZORAM,IND,
CHOMBALA KERALA,IND,
RAIGAD MAHARASHTRA,IND,
KUYARA,ETH,
LOMBOK TENGAH,IDN,
SAN ANDRES CDS,PHL,
MRIZIG MAROC,MAR,
FORTKOCHI KERALA,IND,
PANGANIBAN CDS,PHL,
NUWARA ELIYA,LKA,
GODA DERA,ETH,
WEREILU,ETH,
FORMOSA GO,BRA,
LANGIANA PURANA PUNJAB,IND,
KAIPAMANGALAM KERALA,IND,
KOLATHUR TAMIL NADU,IND,
SAMARKAND REGION,UZB,
MAKAWANPUR,NPL,
RUPANDEHI,NPL,
ANBO,ETH,
NAZIGO,UGA,
LAAK DAVAO,PHL,
MBALE,UGA,
TALATAMATY,MDG,
UDUPI KARNATAKA,IND,
ZIWAY,ETH,
MANIMALA KERALA,IND,
KURRAM PAK,PAK,
SENDAFA,ETH,
BHUCHO MANDI PUNJAB,IND,
HONAVAR KARNATAKA,IND,
ADADI,ETH,
KOLOBO,ETH,
GOJI,ETH,
ADIGRAT,ETH,
JIGJIGA,ETH,
KOREM,ETH,
NAZARETH,ETH,
TUME,ETH,
FENDEKA,ETH,
MESENA BAKO,ETH,
AFLAO,TZA,
WOLMERA,ETH,
KOSHE,ETH,
WELISO,ETH,
KUSAYE,ETH,
CHIVHU,ZWE,
WACHELE,ETH,
ASOSA,ETH,
SAMRE,ETH,
ATHUR KARNATAKA,IND,
DEBREMARKOS,ETH,
GORENJ,ETH,
TRIPLICANE TAMIL NADU,IND,
KAUSHAMBI UTTAR PRADESH,IND,
PUNALUR KERALA,IND,
DERA GHAZI KHAN,PAK,
ANAPETTY KERALA,IND,
CHIRAYINKEEZHU KERALA,IND,
KADUGANNAWA,LKA,
PUDUKKOTTAI TAMIL NADU,IND,
WONDO GENET,ETH,
KOLLADA KERALA,IND,
MANAKADAVU KERALA,IND,
KAILAL,NPL,
SAMRALA PUNJAB,IND,
D MARCELINO DDS,PHL,
MERU CENTRAL KEN,KEN,
LWENGO,UGA,
WOLLISO,ETH,
KUNNAMKULAM KERALA,IND,
TRIVANDRUM KERALA,IND,
MALA KERALA,IND,
MALAPATAN SRN,PHL,
S ENRIQUE ILOILO,PHL,
SAMARA,ETH,
PINAMALAYAN OR MDD,PHL,
BALUD MASBATE,PHL,
ATOK BENGUET,PHL,
SAN FELIPE ZBS,PHL,
BALE ROBE,ETH,
ZEWAY,ETH,
KUMBALANGHI KERALA,IND,
MINALIN PAMPANGA,PHL,
PANABO DAVAO,PHL,
GUINOBATAN ALBAY,PHL,
PANUKULAN QUEZON,PHL,
TUBO ABRA,PHL,
BOKKAWALA,LKA,
PAKHOWAL PUNJAB,IND,
SHASHAMENE,ETH,
CHINHOYI,ZWE,
GERBE GURACHA,ETH,
DEKE BORA,ETH,
MBERENGWA,ZWE,
TESO KEN,KEN,
THIRUVANANTHAPURAM KERALA,IND,
CHERUKOTTUKONAM KERALA,IND,
NEDUNGAPRA KERALA,IND,
THABORE KERALA,IND,
OTTUPATTI TAMIL NADU,IND,
CHATHANKARY KERALA,IND,
PALLOM KERALA,IND,
FINCHA,ETH,
AMJAYE,ETH,
ADAA,ETH,
ALGE,ETH,
KERICHO,KEN,
MABINAY NEGROS OR,PHL,
ARUKALIKKAL EAST KERALA,IND,
DEBRE ZIT,ETH,
SARDAREWALA HARYANA,IND,
PAINGOTTOOR KERALA,IND,
PUTHANPEEDIKA KERALA,IND,
KONAKALAGALA,LKA,
ERNAKULAM KERALA,IND,
KURAVANTHAVALAM KERALA,IND,
SALALPUR WEST BENGAL,IND,
GORKHA,NPL,
KAIKALURU ANDHRA PRADESH,IND,
KALYAN PUNJAB,IND,
NAMALEMBA,UGA,
KANDAR GAON MALLA UTTARAKHAND,IND,
KODIBAIL KERALA,IND,
HOMAGAMA,LKA,
GADAG KARNATAKA,IND,
CIREBON,IDN,
NARASAPURAM ANDHRA PRADESH,IND,
VELLORA KERALA,IND,
KOCHI KERALA,IND,
ANDOORKONAM KERALA,IND,
BATO CATANDUANES,PHL,
HARIL JHARKHAND,IND,
SUKABUMI,IDN,
METRO MANILA,PHL,
NAVI MUMBAI MAHARASHTRA,IND,
NTUNGAMO,UGA,
MAKONI,ZWE,
SANKA,ETH,
TAPLEJUNG,NPL,
VINTAR ILOCOS N,PHL,
BARIRA MAGUINDANAO,PHL,
G IVANOVO USSR,RUS,
KALOL PANCHMAHALS GUJARAT,IND,
DERAGOT,ETH,
LEMO,ETH,
SAN CARLOS N OC,PHL,
DURAME,ETH,
ADILO,ETH,
ALVARO OBREGON DISTRITO FEDERAL,MEX,
OBILI ANDHRA PRADESH,IND,
DICKWELLA,LKA,
KALUBOWILA,LKA,
WEST SHEWA,ETH,
HARO,ETH,
BEDELE,ETH,
FITCHE,ETH,
CHILGA,ETH,
SELALE,ETH,
SHONE,ETH,
ARAGESA,ETH,
ASENDABO,ETH,
AWI,ETH,
CLAVER SGO DN,PHL,
KADINGILAN BKN,PHL,
INDURUWA,LKA,
KERSA,ETH,
MECHARA,ETH,
ADEA,ETH,
KODANI KARNATAKA,IND,
SAN VICENTE DAVAO,PHL,
KUHA,ETH,
AWASSA,ETH,
JIGA,ETH,
MAKISEGNIT,ETH,
GODER,ETH,
ADWA,ETH,
DUBTI,ETH,
GUBAT SORSOGON,PHL,
KOLHAPUR MAHARASHTRA,IND,
KASKI,NPL,
THANGADH GUJARAT,IND,
KALLUVATHUKKAL KERALA,IND,
RATNAGIRI MAHARASHTRA,IND,
MAPUSA GOA,IND,
KOTTIYOOR KERALA,IND,
FATEHGARH PANJGRIAN PUNJAB,IND,
DARAGA ALBAY,PHL,
P PRINCE CITY,PHL,
ARINGAY LA UNION,PHL,
SN FRANCISCO QZN,PHL,
LAMBA PIND PUNJAB,IND,
MERU SOUTH KEN,KEN,
SIDNAL KARNATAKA,IND,
MAHUNWAL JALANDHAR PUNJAB,IND,
ZIRA PUNJAB,IND,
MALAKPUR PUNJAB,IND,
LAOAG CITY,PHL,
GEN NAKAR QUEZON,PHL,
DOMINICAN REPUBLIC,DZA,
TADIAN MT PRO,PHL,
TADIPALLI ANDHRA PRADESH,IND,
VALLUVALLY KERALA,IND,
LUBA ABRA,PHL,
MANAPLA N OC,PHL,
SABTE,ETH,
MIUSAYAP COTABATO,PHL,
LA PAZ ADS,PHL,
CHACHA,ETH,
DUPAK DN N VIZ,PHL,
KIBWEZI KEN,KEN,
KEBADO,ETH,
GERENO,ETH,
NASEBO,ETH,
GELAN GUDA,ETH,
JAWI CHILALO,ETH,
DEBREWORK,ETH,
ALAWWA,LKA,
B KANABUR KARNATAKA,IND,
DODOLA,ETH,
ALEMKETEMA,ETH,
AYIRANALLOOR KERALA,IND,
DEBRETSIGE,ETH,
TARANGNAN SAMAR,PHL,
GUAYMATE RD,IND,
RAMOS TARLAC,PHL,
MAJALENGKA,IDN,
WOTO,IDN,
ZVISHAVANE,ZWE,
TALISAY CITY,PHL,
KYEGEGWA,UGA,
GULOMEKEDA,ETH,
MUTE FECHA,ETH,
ADAMI TULU,ETH,
KEIYO,KEN,
JEJU,ETH,
ENDRAS,ETH,
BALI ABO,ETH,
DANAMA,ETH,
GECHI,ETH,
SN MIGUEL ILOILO,PHL,
HAWARYAT,ETH,
GUBALAFTO,ETH,
YECHILA,ETH,
ENEMAY,ETH,
WOREILU,ETH,
BICHENA,ETH,
GARA,ETH,
WOALITA,ETH,
BELE,ETH,
UZB,IND,
DEGAGA,ETH,
GOHA TSION,ETH,
RIZAL NUEVA ECIJA,PHL,
HOSSAHNA,ETH,
TINGLAYAN KGA,PHL,
DALOCHA,ETH,
MBEERE,KEN,
BATO LEYTE,PHL,
PASTRANA LEYTE,PHL,
TAYABAS QUEZON,PHL,
TUPI S COTABATO,PHL,
KASANGATI,UGA,
CALATRAVA N OC,PHL,
ALOOR KERALA,IND,
EAST GOJJAM,ETH,
ENARJ ENAWUGA,ETH,
TUGAYA LDS,PHL,
KABUNTALAN SKBS,PHL,
HUNGDUAN IFUGAO,PHL,
MABALACAT PAMPANGA,PHL,
PAKIL LAGUNA,PHL,
CONCEPCION ILO,PHL,
MUNTINLUPA RIZAL,PHL,
KHAJAKHERA HARYANA,IND,
FARYAB,UGA,
ALEMGENA,ETH,
KINONDONI,TZA,
TUBLAY BENGUET,PHL,
POLANCO ZAM DN,PHL,
MATALAM N COT,PHL,
MAGARAO CAM SUR,PHL,
SANTIAGO ADN,PHL,
VICTORIA NO SMR,PHL,
SIOCON ZAM DN,PHL,
NGENDA,KEN,
D O SINSUAT MGD,PHL,
KAUSMAGAN LDN,PHL,
MALITBOG BKN,PHL,
SHRINGERI KARNATAKA,IND,
STO NINO SAMAR,PHL,
BANDUNG,IDN,
PUTTADY KERALA,IND,
MBANGA,CMR,
KIGUMO,KEN,
MYAGDI,NPL,
MAITUM S COTABATO,PHL,
BARDIYA,NPL,
GERONA TARLAC,PHL,
DUMAGUETE CITY N OR,PHL,
NATIVIDAD PGN,PHL,
DOUALA,CMR,
SAN JACINTO PGN,PHL,
NACUILIAN ISA,PHL,
KANDY,LKA,
SRI KOT TEHRI GARHWAL UTTARAKHAND,IND,
TEGEDE,ETH,
GOLOLCHA,ETH,
YEM,ETH,
ABEMO,ETH,
YAOUNDE,CMR,
PIKIT COTABATO,PHL,
KOIBATEK,KEN,
TALWANDI MANGE KHAN PUNJAB,IND,
ARSI SOLE,ETH,
WAGEBETA,ETH,
TIRAHINA,ETH,
HABE,ETH,
NELLIMATTOM KERALA,IND,
RANNI PERUNAD KERALA,IND,
BERETA,ETH,
AMBASEL,ETH,
META,ETH,
QUEZON PALAWAN,PHL,
SABTANG BATANES,PHL,
GOLBANA,ETH,
LIBEN CHUKALA,ETH,
CUARTERO CAPIZ,PHL,
BAYOMBONG,PHL,
NYERI CENTRAL,KEN,
COMPOSTELA DAVAO,PHL,
BECHOK,ETH,
GIDA AYANA,ETH,
MANENGOLE,CMR,
R MAGSAYSAY ZDS,PHL,
KHAMGAON MAHARASHTRA,IND,
SN RAFAEL ILOILO,PHL,
ST DOMINGO ALBAY,PHL,
MAHOTTARI,NPL,
KALAVAPUDI ANDHRA PRADESH,IND,
CORTES BOHOL,PHL,
MABINAY NEG ON,PHL,
S OSMENA SR ZDN,PHL,
CURRIMAO ILS NO,PHL,
CASTILLEJOS ZBS,PHL,
TIANJIN,PHL,
KUMASI,TZA,
DUMARAN PALAWAN,PHL,
RATNAPURA,LKA,
OCANA COL,COL,
BELIATTA,LKA,
MASABA SOUTH,KEN,
KORE,ETH,
MAPUTO,COL,
GUDER,ETH,
SUKU,ETH,
BAKE,ETH,
GEJA,ETH,
HINTALO,ETH,
WELLAMPITIYA,LKA,
BALAPITIYA,LKA,
CABANATUAN NE,PHL,
GORUBATHAN WEST BENGAL,IND,
KULIYAPITIYA,LKA,
PANELA KARNATAKA,IND,
LAKKAVARAM ANDHRA PRADESH,IND,
CHIREDZI,ZWE,
PIKIT NO COT,PHL,
GE AGUINALDO CAV,PHL,
SIPALAY N OC,PHL,
SAN MARIANO DAVAO,PHL,
TALISAYAN MIS OR,PHL,
DIDIMTU,ETH,
NAGA ZAM DS,PHL,
TAGO SGO DS,PHL,
BUYUKADA,TKM,
SHANTIGRAM WEST BENGAL,IND,
ALFONSO CAVITE,PHL,
SINACABAN MIS OC,PHL,
GOKWE,ZWE,
PILAR BOHOL,PHL,
ANTIPOLO CITY,PHL,
SHEBE,ETH,
FALIARIVO AMBANIDIA,MDG,
MERTOLEMARIAM,ETH,
TAJIKISTAN,TJK,
CHEMBA,TZA,
AMBO WUHA,ETH,
LILA BOHOL,PHL,
PINAN ZAM DN,PHL,
MAHAJANGA,MDG,
SAN PASCUAL BTS,PHL,
MIDSALIP ZAM DS,PHL,
MAGDALENA SSG,PHL,
DENEMA,ETH,
CAPAS TARLAC,PHL,
URDANETA CITY,PHL,
BACARRA ILS NO,PHL,
AVANAVANCHERY KERALA,IND,
AGOUA,CIV,
VAMANJOOR KARNATAKA,IND,
BUUG ZAM DS,PHL,
BASUD CAM NO,PHL,
BALER AURORA,PHL,
SANTOL LA UNION,PHL,
BURETI,KEN,
GEN TINIO,PHL,
NYABIRONGO,UGA,
BULALACAO OR MDO,PHL,
KAZAKHSTAN,KAZ,
ILALA CBD,TZA,
RUSHINGA,ZWE,
NAWANPIND SHONKIA PUNJAB,IND,
ASHUTE,ETH,
MA AURORA QUEZON,PHL,
J DALMAN ZAM DN,PHL,
CARCAR,PHL,
MUTARE,ZWE,
MARIBOJOC BOHOL,PHL,
SAL LAPADAN ABRA,PHL,
ARBA JHORABAHAL ODISHA,IND,
SULOP DAVAO DS,PHL,
MALANGAS ZAM SB,PHL,
NUNUNGAN LDN,PHL,
GOA CAM SUR,PHL,
LILOAN CEBU,PHL,
PANGIL LAGUNA,PHL,
VILANKUPPAM TAMILNADU,IND,
EDAVANNAPPARA KERALA,IND,
CABIAO N ECIJA,PHL,
NAVAL BILIRAN,PHL,
STA RITA PMP,PHL,
DAMULOG BUKIDNON,PHL,
LARENA SIQUIJOR,PHL,
SAN PABLO ZAM DS,PHL,
MANGAD KERALA,IND,
GATTARAN CAGAYAN,PHL,
DAANBANTAYAN CEBU,PHL,
KALAWIT ZAM DN,PHL,
ANGADANAN ISABELA,PHL,
CASIGURAN QUEZON,PHL,
GEN TINIO NE,PHL,
SAGRAY CAM SUR,PHL,
GLAN SARANGANI,PHL,
SUBIC ZAMBALES,PHL,
BASAY NEG OR,PHL,
FILIRUAL,PHL,
CARMEN ADN,PHL,
SILAY NEG OC,PHL,
TAYSAN BATANGAS,PHL,
ALANGALANG LEYTE,PHL,
LIAN BATANGAS,PHL,
STA ELENA CAM NO,PHL,
DAUIN NEG OR,PHL,
SEGGALYE,UGA,
MAMBAJAO CGN,PHL,
KAIJURI WEST BENGAL,IND,
THENI TAMIL NADU,IND,
BEDWORTH,BRA,
SAN AGUSTIN ISABELA,PHL,
CHHOTA UDAIPUR VADODARA GUJARAT,IND,
MANI KARAN SAHIB HIMACHAL PRADESH,IND,
TALACOGON ADS,PHL,
LAUA-AN ANTIQUE,PHL,
SRINGERI KARNATAKA,IND,
MAASIM SO COT,PHL,
SAN ANTONIO ZBS,PHL,
NEW LUCENA ILOILO,PHL,
KOZHANCHERRY KERALA,IND,
MWINGI,KEN,
BOLINAO PGN,PHL,
PANTABANGAN NE,PHL,
B VIEJO ILOILO,PHL,
PANDIKUDY KERALA,IND,
NYANDO,KEN,
KUMPUL MULYO,IDN,
TINAMBAC CAM SUR,PHL,
PULILAN BULACAN,PHL,
LEMERY BATANGAS,PHL,
GOURINIANI DALOA,CIV,
CLAVERIA CAGAYA,PHL,
CATBALOGAN SAMAR,PHL,
NABUSANKE,UGA,
OULAD FREJ MAROC,MAR,
MANSA PUNJAB,IND,
BAYABAS SGO DS,PHL,
SAN FERNANDO CEBU,PHL,
SECUNDERABAD TELANGANA,IND,
GETAFE BOHOL,PHL,
ALAMINOS LAGUNA,PHL,
ALBUERA LEYTE,PHL,
BARILI CEBU,PHL,
KIBULI,UGA,
IVISAN CAPIZ,PHL,
DANAO CITY,PHL,
DUPA DN N VIZ,PHL,
BANISTAN COTABATO,PHL,
DAUIS BOHOL,PHL,
HERMOSA BATAAN,PHL,
GAPAN NUEVA ECIJA,PHL,
LICAB N ECIJA,PHL,
TACLOBAN LEYTE,PHL,
LAOAC PGN,PHL,
CARMEN DVO,PHL,
TAGKAWAYAN QZN,PHL,
GINGOOG MIS OR,PHL,
PARACALE CAM NO,PHL,
SAN CARLOS CITY,PHL,
BANSUD MDO OR,PHL,
MONKAYO COMV,PHL,
SAPAD LANAO DN,PHL,
CARMEN SDS,PHL,
FBLANCA PAMPANGA,PHL,
VALENCIA BUKIDNON,PHL,
SAN JOSE ANTIQUE,PHL,
CULION PALAWAN,PHL,
ALLACAPAN CAGAYAN,PHL,
MAYUGE HOSPITAL,UGA,
BANNA ILOCOS N,PHL,
SABLAYAN MDO CO,PHL,
YAYO,ETH,
BALE,ETH,
THABAUNG,MMN,
DIMAPUR NAGALAND,IND,
CALAPAN OR MDOD,PHL,
DELHI,IND,
TALAVERA NECIJA,PHL,
ALCANTARA CEBU,PHL,
NAGA CAM SUR,PHL,
MALILIPOT ALBAY,PHL,
BAMBANG N VIZCAYA,PHL,
MAHAYAG ZAM DS,PHL,
MOBO MASBATE,PHL,
MIZANTEFERI,ETH,
HABTUGERI,ETH,
ARSI DERA,ETH,
PANTABANGAN NEPA,PHL,
MEKNES,MAR,
THIRUVAIYARU TAMIL NADU,IND,
BARABANKI UTTAR PRADESH,IND,
DATU SINSUAT MGDE,PHL,
KASESE,UGA,
D G KHAN PAK,PAK,
WAGEBETA HEBA,ETH,
GIRGIRA,ETH,
P QUIRINO S KUD,PHL,
WOLKITE,ETH,
OMO NADA,ETH,
DEHIWALA,LKA,
LAHORE,PAK,
TAIKKYI,MMN,
BATAD ILOILO,PHL,
MIAGAG ILOILO,PHL,
LODE LEMEFO,ETH,
WANGOO MANIPUR,IND,
MUNDALAMA,LKA,
POLPITHIGAMA,LKA,
JAYANTHIPURA,LKA,
RANWALA,LKA,
LEHRA BET PUNJAB,IND,
KAILALI,NPL,
DALUWAKOTUWA,LKA,
MADAHAPOLA,LKA,
MOOCHIPARADHA KERALA,IND,
LUKUNGYIRI,UGA,
DATU SINSUAT MC,PHL,
SHARIFF AGUAK MGD,PHL,
PRESENTACION CAM,PHL,
ANKARA,TKM,
RAMECHHAP,NPL,
ORUMANAYOOR KERALA,IND,
NYAKINEGO,UGA,
SAN LEONARDO NE,PHL,
BAYBAY CITY,PHL,
CONNER K APAYAO,PHL,
NONG KHAI,THA,
WELLAWATTE,LKA,
CHENTRAPPINNI KERALA,IND,
MARCOS ILOCOS NO,PHL,
RATANPUR BIHAR,IND,
WESTHOLD ESTATE,LKA,
GWANDA,ZWE,
THAMBALLAPALLI ANDHRA PRADESH,IND,
SETTAT MAROC,MAR,
BORA,ETH,
BULBULA,ETH,
HARDOI UTTAR PRADESH,IND,
VENKATAGIRI ANDHRA PRADESH,IND,
DEHRADUN UTTARAKHAND,IND,
SUPEE BAGESHWAR,IND,
NSANGI,UGA,
MAGALLANES CAV,PHL,
WALIGAMA,LKA,
WAY KANAN,IDN,
JAMINDAN CAPIZ,PHL,
WELICAMA,LKA,
SAN JACINTO MBT,PHL,
MAYORGA LEYTE,PHL,
SANTA ILOCOS SUR,PHL,
MLANG N COT,PHL,
ROSARIO ADS,PHL,
CAG DE ORO MS OR,PHL,
EDIMAN,LKA,
BARAGOLAI ASSAM,IND,
DAPA SGO DN,PHL,
ALEGRIA SGO DN,PHL,
BATANGAS BTS,PHL,
ORION BATAAN,PHL,
DINGLE ILOILO,PHL,
BALTUAG BULACAN,PHL,
PUTHURUTHY KERALA,IND,
MANAY DVO OR,PHL,
SUDIPEN LA UNION,PHL,
OLENKOMI,ETH,
WERI LEKE,ETH,
RAGAMA,LKA,
TABUK K APAYAO,PHL,
SN FNDO CITY LAU,PHL,
VANIYAMBADI TAMIL NADU,IND,
PALPAL,NPL,
WEST KARBI ANGLONG ASSAM,IND,
KAMSE,ETH,
BULDON MGD,PHL,
SHAMBU,ETH,
KODUGALLUR KERALA,IND,
ACHANTA ANDHRA PRADESH,IND,
VELLATHOOVAL KERALA,IND,
BUSEGA,UGA,
NELLA KOTTA TAMIL NADU,IND,
LALITPUR,NPL,
MATTUMAGALA,LKA,
GONDA UTTAR PRADESH,IND,
DOOMADKA KARNATAKA,IND,
ELAPPARA KERALA,IND,
OTTAPALAM KERALA,IND,
TERETA,ETH,
KAKODA GOA,IND,
KOZHIKODE KERALA,IND,
SAN JOSE CAM SUR,PHL,
SHIHAGOMENGIE,ETH,
GIPORLOS E SAMAR,PHL,
MANNARKKAD KERALA,IND,
SOLSONA ILOCOS N,PHL,
OPOL MIS OR,PHL,
STA CATALINA N OR,PHL,
S LUBOS NO SAMAR,PHL,
JORDAN ILOILO,PHL,
PONNAMKAYAM KERALA,IND,
BURKA WOLMERA,ETH,
ANJAMA,ETH,
BELISON ANTIQUE,PHL,
JHAMAT PUNJAB,IND,
WALASMULLA,LKA,
KALLARA KERALA,IND,
CUMILLA,BGD,
KALACHANDA KERALA,IND,
SUMBAWA,IDN,
MADAMPE,LKA,
MATHILIL KERALA,IND,
ADDALAPALEM ANDHRA PRADESH,IND,
NALLALAM KERALA,IND,
KOTAHNALLOOR KERALA,IND,
KARAWANELLA,LKA,
CHENGANNUR KERALA,IND,
NEDUMKANDAM KERALA,IND,
HAGONOY DVO DS,PHL,
GALAUDA,LKA,
SSEMBABULE,UGA,
SS BARONGIS MGD,PHL,
ARMACHIHO,ETH,
SODO,ETH,
DADA WOYNE,ETH,
LIMU,ETH,
MALIMA,ETH,
GESHE,ETH,
ENCHINI,ETH,
BERHET,ETH,
ADISHEHO,ETH,
LAHORE PAK,PAK,
TASIKMALAYA,IDN,
KOT ISE KHAN PUNJAB,IND,
PANINGAPALLI ANDHRA PRADESH,IND,
AMODER VADODARA GUJARAT,IND,
SUBANG,IDN,
ROSARIO BATANGAS,PHL,
SOUTH SHEWA,ETH,
DENGEGO,ETH,
AWUKA,ETH,
HARERGE,ETH,
KAWIT CAVITE,PHL,
RMUGA,ETH,
CHELELEKITU,ETH,
HELA TERETA,ETH,
TEHULEDERE,ETH,
CLAVERIA CAGAYAN,PHL,
KAIROUAN,TUN,
KALIRO,UGA,
SIKO,ETH,
DAWRO,ETH,
HAGALOLE,ETH,
UPPALA KERALA,IND,
AWASA,ETH,
DODOBA,ETH,
SAPIAN CAPIZ,PHL,
WELEGA,ETH,
MORSUTO,ETH,
CHELBA,ETH,
GWERU,ZWE,
BO TOWN,SLE,
HAGERE SELAM,ETH,
BANISILAN NO COT,PHL,
SAN JUAN SO LEYTE,PHL,
KYUSO,KEN,
ESPERANZA MBT,PHL,
BUIKWE,UGA,
NYERI CENTRAL KEN,KEN,
PIGKAWAYAN COT,PHL,
FORT PORTAL,UGA,
LUWERO,UGA,
NKOZI,UGA,
DERAHIO SAIOUA,CIV,
AHMETLI,TKM,
DIOHINE,NPL,
KAZ,KGZ,
SULAT SAMAR,PHL,
COMPOSTELA CEBU,PHL,
CANDIJAY BOHOL,PHL,
LOBO BATANGAS,PHL,
ZAMBOANGUITA NEG,PHL,
PALUAN OC MDO,PHL,
TAVETA,KEN,
SEMUTO,UGA,
BIEN UNIDO BOHOL,PHL,
LIANGA SGO DS,PHL,
KEBITHIGOLLEWA,LKA,
WETHARA,LKA,
UMARPUR KALAN PUNJAB,IND,
AJEBAR,ETH,
CHANCHO,ETH,
HAIK,ETH,
MESMES,ETH,
ILU,ETH,
ISARA,ETH,
ACHEFER,ETH,
ADEMERE,ETH,
TAFIK,ETH,
ACHAMO,ETH,
AMETHI UTTAR PRADESH,IND,
NANSANA,UGA,
SAGUDAY QUIRINO,PHL,
HEBAN ARSI,ETH,
NASIPIT AGUSAN DN,PHL,
TUPI SOUTH COTABATO,PHL,
BAYAMBANG PGN,PHL,
STA RITA PAMPANGA,PHL,
LAY GAYINT,ETH,
CHENCHA,ETH,
TACH GAYNT,ETH,
DEBAGRAM WEST BENGAL,IND,
MAGSAYSAY OC MDO,PHL,
CHOLTI KHERI PUNJAB,IND,
BANGOWANI PUNJAB,IND,
NANGAL KHUNGA PUNJAB,IND,
INDERGHAR PUNJAB,IND,
KALLUPPATTU TAMIL NADU,IND,
KODUNTHIRAPULLY KERALA,IND,
PRAYAR SOUTH KERALA,IND,
HOLLETA GENET,ETH,
STA TERESITA CAG,PHL,
MALINDI KEN,KEN,
KWALEKEN,KEN,
MEHEL GANA,ETH,
KONDOA,TZA,
MIRIK DARJEELING WEST BENGAL,IND,
WACHO,ETH,
TAHTAY ADYABO,ETH,
DATU PIANG MGD,PHL,
ALEOSAN COTABATO,PHL,
MALALAG DAVAO DS,PHL,
NABAS AKLAN,PHL,
V SAGUN ZAM DS,PHL,
CAG DE ORO MIS OR,PHL,
SPOLICARPO ESMR,PHL,
TANUDAN KALINGA,PHL,
SIPALAY CITY,PHL,
MALITA DVO OCE,PHL,
CAOAYAN ILS SR,PHL,
G GENEROSO DVO OR,PHL,
SAN VICENTE DDN,PHL,
RANIPUR RAJPUTAN PUNJAB,IND,
BAMENDA,CMR,
MAHASOABE VOHIBATO,MDG,
MAWAB COMV,PHL,
LIAN BTS,PHL,
JIABONG SAMAR,PHL,
TIGAON CAM SUR,PHL,
INDRAMAYU,IDN,
MANASSERY KERALA,IND,
BATARAZA PALAWAN,PHL,
CONCEPCION TARLAC,PHL,
OROQUIETA MS OC,PHL,
