name,country_code
PADIYUR KERALA,IND
TOLOSA LEYTE,PHL
LAVEZARES NO SMR,PHL
LUDHIANA PUNJAB,IND
BIKANER RAJASTHAN,IND
PHOOBSERING TEA ESTATE WEST BENGAL,IND
KUZHINGARA KERALA,IND
MATTOOL KERALA,IND
JALANDHAR PUNJAB,IND
Khanpur Punjab,IND
Quezon City,PHL
KABALE,UGA
PUTTALAM,LKA
Thiruvalla Kerala,IND
THALASSERY KERALA,IND
HUNZA,PAK
PINAMUNGAJAN CEBU,PHL
KUSHI NAGAR UTTAR PRADESH,IND
FANDRIANA,MDG
SIBU ABADIR,ETH
PATAHI BIHAR,IND
KADAKKAVUR KERALA,IND
WARA BAIKA PUNJAB,IND
DHANKUTA,NPL
PATEROS MM,PHL
WELLAWATTA,LKA
Bacolod City,PHL
Srungavruksham Andhra Pradesh,IND
DIMASALANG MBT,PHL
KISUMU EAST KEN,KEN
MANKAYAN BENGUET,PHL
LILIW LAGUNA,PHL
BARUGO LEYTE,PHL
THIKA WEST,KEN
MATUWAGALA WATTA,LKA
LUCENA ILOILO,PHL
BUIKWE,UGA
KODUMON KERALA,IND
MOOLAMCODE KERALA,IND
MADRIDEJOS CEBU,PHL
POTTA KERALA,IND
BALBALAN K APAYAO,PHL
NARSAPUR ANDHRA PRADESH,IND
KAROOR KARNATAKA,IND
TUGUEGARAO CAG,PHL
KANKINARA WEST BENGAL,IND
DOLAKHA,NPL
LIMBE,CMR
RUBAGA,UGA
KILEMBE,UGA
LUBAO PAMPANGA,PHL
DASAN TUMBU,IDN
TENTULIA WEST BENGAL,IND
DAO CAPIZ,PHL
ALABAT QUEZON,PHL
MANDAUE CITY,PHL
LEYTE LEYTE,PHL
BHELAVA TOLI JHARKHAND,IND
KUMARAKOM KERALA,IND
ALEGRIA SGO DN,PHL
SAN PASCUAL BTS,PHL
KERICHO,KEN
SN FRANCISCO ADS,PHL
SIAYA,KEN
BANAUE IFUGAO,PHL
MUNTINLUPA CITY,PHL
KAGANDO,UGA
MARAWILA,LKA
MARAGUSAN DAVAO,PHL
FLORA APAYAO,PHL
VISAKHAPATNAM ANDHRA PRADESH,IND
Medellin Cebu,PHL
NANDI CENTRAL,KEN
KWEKWE,ZWE
WARAKAPOLA,LKA
PERINJANAM KERALA,IND
SWABI,PAK
BURDWAN WEST BENGAL,IND
BAKINGIA ODISHA,IND
MASANDA,UGA
PONNANI KERALA,IND
SHIGRA MURUD MAHARASHTRA,IND
Kapilvastu,NPL
Kolhapur Maharashtra,IND
M PADILLA NEG OC,PHL
Camiling Tarlac,PHL
KHANDWA MADHYA PRADESH,IND
PASPATI VILLAGE MANIPUR,IND
PATASHPUR WEST BENGAL,IND
BIHAR BIHAR,IND
Rasuwa,NPL
SOROTI,UGA
WARIYAPOLA,LKA
BELVAI KARNATAKA,IND
Arsi,ETH
CHICHALIM GOA,IND
ASEB,ETH
WOLDIYA,ETH
Medebayzana,ETH
Uwakele Watta,LKA
HURUTA,ETH
Sebeta,ETH
PEDDAAMBERPET TELANGANA,IND
TINTO,CMR
Kampala,UGA
Wakiso,UGA
NADAYARA KERALA,IND
BALLARI KARNATAKA,IND
PASSARA,LKA
SARLAHI,NPL
BALLIA UTTAR PRADESH,IND
S DALAGA MIS OC,PHL
JOLO SULU,PHL
DERA GHAZI KHAN PAK,PAK
ELATHURUTHY KERALA,IND
NARASAPUR ANDHRA PRADESH,IND
BETUL MADHYA PRADESH,IND
Nathowal Punjab,IND
KULATHUPUZHA KERALA,IND
KADAPPURAM KERALA,IND
GONDI ANDHRA PRADESH,IND
Gulmi,NPL
HARIPAD KERALA,IND
BORA PUNJAB,IND
VELLIYAD KERALA,IND
Kaviyoor Kerala,IND
Aickad Kerala,IND
Haripad Kerala,IND
MAHABAGE,LKA
NYAMIRA,KEN
NKAWERATIYA,LKA
MADIPOLA,LKA
Uwakale Waththa,LKA
Serang,IDN
Karawang,IDN
PULLUR KERALA,IND
SHIMLA HIMACHAL PRADESH,IND
APRA PUNJAB,IND
CHABHAL KALAN PUNJAB,IND
Kallumala Kerala,IND
MANGARPATTI BIHAR,IND
Dharmkot Randhawa Punjab,IND
KOIPURAM KERALA,IND
BOKHIRA JUNAGADH GUJARAT,IND
SALYAN,NPL
Wariyapola,LKA
TALAYAN MGD,PHL
COTABATO,PHL
STA CRUZ MDQ,PHL
CHHURUNI ODISHA,IND
ROURKELA ODISHA,IND
CHANDANAPPALLI KERALA,IND
TELDENIYA,LKA
KALANJOOR KERALA,IND
PALU,IDN
GAYAZA,UGA
San Pablo City,PHL
LEDISA,ETH
DYALPUR PUNJAB,IND
PANIJHARIA ODISHA,IND
AMTALA WEST BENGAL,IND
SEDI CHANKA,ETH
MAWOKOTA,UGA
KIRULAPONE,LKA
DUMARAN PALAWAN,PHL
GUTU,ZWE
ASARIPATTE TAMIL NADU,IND
DARAM W SAMAR,PHL
MAWLAMYINE,MMN
MYITTHAR,MMN
JELDU,ETH
WOLLEGA,ETH
NORTH WOLLO,ETH
Tacharmachiho,ETH
Ambatolampy,MDG
KOMBOLCHA,ETH
BODITI,ETH
BUSHA,ETH
FICHE,ETH
KAMPTEE MAHARASHTRA,IND
RAMANATHAPURAM TAMIL NADU,IND
ATHIRUNKAL KERALA,IND
NAGERCOIL TAMIL NADU,IND
UMARGAM VALSAD GUJARAT,IND
KAWEMPE,UGA
WADAKKANCHERY KERALA,IND
THOOTHUKUDI TAMIL NADU,IND
BANAYOYO ILS SR,PHL
Peradeniya,LKA
MALIPURAM KERALA,IND
MUNDUR KERALA,IND
MAKATI RIZAL,PHL
PARAMESWARAM KERALA,IND
KYENJOJO,UGA
MLANG COTABATO,PHL
S TOMAS LA UNION,PHL
ANILAO ILOILO,PHL
TAMPILISAN ZDN,PHL
ALORAN MIS OC,PHL
JEMBER,IDN
RAMBUKKANA,LKA
S TEODORO OR KDO,PHL
STA CATALINA I S,PHL
SAGNAY CAM SUR,PHL
Embu,KEN
TRANS NZOIA EAST KEN,KEN
SELANGOR,ESP
KALIMPONG WEST BENGAL,IND
GORA SERITI,ETH
VARANASI UTTAR PRADESH,IND
DEBRE ELYAS,ETH
LUBANG OC MDO,PHL
WOREBABO,ETH
CHENNAI TAMIL NADU,IND
Kolkata West Bengal,IND
SORO,ETH
KOTU,ETH
JESA,ETH
SODU,ETH
SILTE,ETH
NKAYI,ZWE
LEGAMBO,ETH
SIDI SLIMANE,MAR
JIMMA,ETH
